Study_ID,physical,mental,money,education,career,social,spiritual,family,societal,other,t1commit,t1confident,t1effort,t1selfcontrol,t2status,t2commit,t2confident,t2effort,t2selfcontrol,t3status,t3commit,t3confident,t3effort,t3selfcontrol,t4status,t2lastworked,t2progress,t2conflict,t2forget,t2money,t2motivation,t2othersfail,t2othersknow,t2othersrely,t2time,t2unpleasant,t3lastworked,t3progress,t3conflict,t3forget,t3money,t3motivation,t3othersfail,t3othersknow,t3othersrely,t3time,t3unpleasant,t4progress,objcode,t4achieve,t4success,t4thoughtquit,t4recesses,t4feltfail,measure,apps,resolution,NumRes,inhib,init,cont,selfcontrol,gritty,disengagement,consc,impulse,selfesteem,t2break,t2active,t2notstarted,t2letgo,t3break,t3active,t3notstarted,t3letgo,t3completed,t4break,t4active,t4notstarted,t4letgo,t4completed
115,1,1,0,0,0,0,0,0,0,0,5,5,4,3,Not currently working but plan to,4,2,3,2,Achieved and done,1,1,1,1,Achieved and maintaining,1,19,4,1,1,1,3,3,4,2,1,7,54,1,1,1,1,5,5,1,1,1,86,2,3,5,1,2,1,5,2,1,1,4.1428571429,4.7142857143,4.3333333333,4.4,4.5833333333,3.0833333333,5,12,40,1,0,0,0,0,0,0,0,1,0,0,0,0,1
116,1,0,0,0,0,0,0,0,0,0,5,5,4,4,Active resolution,5,5,4,5,Active resolution,4,5,4,4,,3,17,1,1,2,3,5,5,1,4,1,2,21,1,3,2,4,4,4,1,3,1,,2,,,,,,,1,1,3,3.2857142857,3,3.5,3.25,3.4166666667,2,4.3333333333,12,17,0,1,0,0,0,1,0,0,0,,,,,
116,1,1,0,0,0,1,0,0,0,0,5,3,3,4,Active resolution,4,3,3,4,Active resolution,3,2,2,4,,4,5,1,1,3,4,1,4,1,4,2,3,21,1,3,3,4,1,3,1,5,3,,2,,,,,,,2,2,3,3.2857142857,3,3.5,3.25,3.4166666667,2,4.3333333333,12,17,0,1,0,0,0,1,0,0,0,,,,,
116,0,1,0,0,0,1,0,0,0,0,4,4,2,3,Not currently working but plan to,2,3,1,5,Have not started working dont plan to,1,1,1,3,,6,3,1,4,4,3,1,3,1,3,2,8,1,4,4,5,4,2,3,4,5,3,,3,,,,,,,2,3,3,3.2857142857,3,3.5,3.25,3.4166666667,2,4.3333333333,12,17,1,0,0,0,0,0,0,1,0,,,,,
117,0,0,1,0,1,0,0,0,0,0,5,5,4,5,Active resolution,5,5,5,5,Not currently working but plan to,2,1,1,1,,1,65,1,1,5,3,3,2,1,5,2,7,91,2,1,4,1,3,4,2,1,1,,3,,,,,,,1,1,1,3.4285714286,3.5714285714,3.3333333333,3.45,3.6666666667,1.8333333333,3.7777777778,7,40,0,1,0,0,1,0,0,0,0,,,,,
118,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,3,3.5714285714,2.8571428571,3.3333333333,3.25,2.9166666667,3.0833333333,3.7777777778,12,22,,,,,,,,,,,,,,
118,,,,,,,,,,,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,3,3.5714285714,2.8571428571,3.3333333333,3.25,2.9166666667,3.0833333333,3.7777777778,12,22,,,,,,,,,,,,,,
118,,,,,,,,,,,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,3.5714285714,2.8571428571,3.3333333333,3.25,2.9166666667,3.0833333333,3.7777777778,12,22,,,,,,,,,,,,,,
119,1,0,0,0,0,1,0,0,0,0,5,3,4,4,Active resolution,4,4,5,3,Active resolution,5,5,5,5,Active resolution,1,8,5,4,4,4,5,4,5,3,4,1,53,2,1,2,3,5,5,2,2,2,49,3,5,5,4,4,5,5,2,1,1,3.2857142857,2.7142857143,4,3.3,3.0833333333,3.1666666667,3,7,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0
120,1,0,0,0,0,0,0,0,0,0,5,3,4,5,Active resolution,4,5,3,5,Active resolution,5,3,4,5,,2,8,1,3,4,5,5,4,1,4,5,2,14,1,3,2,5,5,3,1,5,3,,3,,,,,,,1,1,3,2.8571428571,1.8571428571,2.5,2.4,2.6666666667,2.75,3.1111111111,10,30,0,1,0,0,0,1,0,0,0,,,,,
120,0,0,1,0,1,0,0,0,0,1,5,4,4,5,Active resolution,5,5,3,5,Active resolution,4,2,2,4,,3,11,1,4,1,5,3,3,1,3,3,5,6,1,3,1,5,5,5,1,3,2,,3,,,,,,,1,2,3,2.8571428571,1.8571428571,2.5,2.4,2.6666666667,2.75,3.1111111111,10,30,0,1,0,0,0,1,0,0,0,,,,,
120,0,0,1,0,1,0,0,0,0,0,5,4,5,5,Active resolution,5,5,5,5,Active resolution,5,3,5,5,,1,25,1,1,5,5,5,5,1,5,5,1,17,1,2,5,5,5,5,1,5,5,,3,,,,,,,1,3,3,2.8571428571,1.8571428571,2.5,2.4,2.6666666667,2.75,3.1111111111,10,30,0,1,0,0,0,1,0,0,0,,,,,
121,,,,,,,,,,,4,3,3,4,,,,,,,,,,,Active resolution,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,2,3,4,4,,1,2,3.7142857143,3.1428571429,3.5,3.45,3.3333333333,2.1666666667,3.7777777778,9,33,,,,,,,,,,0,1,0,0,0
121,,,,,,,,,,,5,,5,3,,,,,,,,,,,Achieved and maintaining,,,,,,,,,,,,,,,,,,,,,,,72,2,4,4,1,1,2,5,,2,2,3.7142857143,3.1428571429,3.5,3.45,3.3333333333,2.1666666667,3.7777777778,9,33,,,,,,,,,,0,0,0,0,1
122,0,1,0,0,0,1,0,1,0,0,4,5,4,2,Active resolution,5,5,4,2,,,,,,,2,48,1,1,2,1,4,4,1,4,1,,,,,,,,,,,,,2,,,,,,,2,1,5,5,2.7142857143,3.6666666667,3.8,3.5,2.9166666667,4.1111111111,12,34,0,1,0,0,,,,,,,,,,
122,1,1,1,0,0,0,0,1,0,0,5,3,4,2,Active resolution,5,5,3,4,,,,,,,5,25,2,1,3,1,5,5,2,3,1,,,,,,,,,,,,,3,,,,,,,2,2,5,5,2.7142857143,3.6666666667,3.8,3.5,2.9166666667,4.1111111111,12,34,0,1,0,0,,,,,,,,,,
122,0,1,0,1,0,0,0,0,0,0,4,5,4,3,Active resolution,4,4,2,1,,,,,,,6,11,1,2,1,1,1,1,1,3,1,,,,,,,,,,,,,3,,,,,,,2,3,5,5,2.7142857143,3.6666666667,3.8,3.5,2.9166666667,4.1111111111,12,34,0,1,0,0,,,,,,,,,,
122,0,0,1,1,0,0,0,0,0,0,5,4,5,5,Not currently working but plan to,3,3,2,4,,,,,,,,7,1,1,5,5,5,5,1,5,4,,,,,,,,,,,,,3,,,,,,,2,4,5,5,2.7142857143,3.6666666667,3.8,3.5,2.9166666667,4.1111111111,12,34,1,0,0,0,,,,,,,,,,
122,1,0,1,0,0,0,0,1,0,0,5,5,5,3,Active resolution,5,5,5,5,,,,,,,1,73,1,1,1,1,5,5,1,1,1,,,,,,,,,,,,,2,,,,,,,2,5,5,5,2.7142857143,3.6666666667,3.8,3.5,2.9166666667,4.1111111111,12,34,0,1,0,0,,,,,,,,,,
123,1,0,0,0,0,0,0,0,0,0,5,5,5,3,,,,,,Active resolution,5,5,4,4,,,,,,,,,,,,,1,25,1,2,1,4,1,1,1,2,3,,3,,,,,,,,1,2,3.4285714286,3.4285714286,3.3333333333,3.4,3,3.4166666667,4.4444444444,10,39,,,,,0,1,0,0,0,,,,,
123,0,0,0,0,0,0,0,1,0,0,5,3,3,1,,,,,,Active resolution,5,5,3,1,,,,,,,,,,,,,5,62,1,2,1,1,1,1,1,2,1,,2,,,,,,,,2,2,3.4285714286,3.4285714286,3.3333333333,3.4,3,3.4166666667,4.4444444444,10,39,,,,,0,1,0,0,0,,,,,
124,0,1,0,0,0,1,1,1,1,0,4,5,4,5,Active resolution,5,4,3,4,Active resolution,5,,,4,Achieved and maintaining,1,21,1,5,1,4,1,1,1,2,1,1,32,1,4,1,3,3,1,1,1,2,32,1,2,2,1,5,4,1,2,1,5,2.4285714286,2.4285714286,3,2.6,3.5,3,3.6666666667,7,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1
124,1,1,1,0,1,1,1,0,1,0,4,5,3,5,Active resolution,5,5,3,5,Active resolution,5,5,5,2,Achieved and maintaining,1,23,1,3,5,3,2,3,1,3,2,4,73,1,2,2,4,3,4,1,2,4,60,2,3,3,1,4,2,3,2,2,5,2.4285714286,2.4285714286,3,2.6,3.5,3,3.6666666667,7,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1
124,1,1,1,0,1,1,0,1,1,0,5,5,5,5,Active resolution,5,5,4,4,Active resolution,5,5,5,4,Achieved and maintaining,1,25,2,1,1,3,3,3,2,4,3,2,59,4,2,2,4,4,4,4,4,4,62,2,3,3,2,1,4,5,1,3,5,2.4285714286,2.4285714286,3,2.6,3.5,3,3.6666666667,7,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1
124,1,1,1,0,0,0,1,1,1,0,3,4,3,5,Have not started working but plan to,3,3,1,5,Active resolution,4,5,4,3,Active resolution,8,0,5,5,5,5,1,1,5,5,3,3,54,4,3,2,4,4,2,4,4,2,31,2,2,2,4,4,4,4,2,4,5,2.4285714286,2.4285714286,3,2.6,3.5,3,3.6666666667,7,28,0,0,1,0,0,1,0,0,0,0,1,0,0,0
124,0,1,1,0,0,1,1,1,1,0,3,3,3,5,Active resolution,3,3,3,5,Active resolution,,5,4,4,Achieved and maintaining,3,18,5,4,2,4,1,1,5,5,4,4,65,3,4,3,3,4,2,3,3,3,69,2,4,4,1,4,2,4,2,5,5,2.4285714286,2.4285714286,3,2.6,3.5,3,3.6666666667,7,28,0,1,0,0,0,1,0,0,0,0,0,0,0,1
125,0,0,1,0,1,1,0,0,0,0,5,5,5,4,Active resolution,5,4,4,5,Achieved and maintaining,5,5,5,4,,3,60,1,1,5,4,5,4,1,5,3,2,100,1,1,5,2,5,5,1,3,2,,3,,,,,,,2,1,3,4.2857142857,5,4.8333333333,4.7,4.1666666667,2.3333333333,5,11,22,0,1,0,0,0,0,0,0,1,,,,,
125,1,1,0,0,0,0,1,1,0,0,3,3,4,2,Not currently working but plan to,3,2,2,3,Achieved and maintaining,5,4,4,5,,5,25,1,2,2,2,4,4,1,3,1,1,86,1,1,2,4,2,3,1,5,3,,3,,,,,,,1,2,3,4.2857142857,5,4.8333333333,4.7,4.1666666667,2.3333333333,5,11,22,1,0,0,0,0,0,0,0,1,,,,,
125,1,0,0,0,0,0,0,0,0,0,2,1,1,5,Active resolution,5,5,5,5,Active resolution,3,3,4,5,,2,85,1,1,1,4,5,5,1,4,5,1,27,1,1,3,3,3,4,1,2,5,,2,,,,,,,2,3,3,4.2857142857,5,4.8333333333,4.7,4.1666666667,2.3333333333,5,11,22,0,1,0,0,0,1,0,0,0,,,,,
126,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,2,4.2857142857,5,5,4.75,4.6666666667,3.4166666667,5,12,40,,,,,,,,,,,,,,
126,,,,,,,,,,,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,2,4.2857142857,5,5,4.75,4.6666666667,3.4166666667,5,12,40,,,,,,,,,,,,,,
127,1,1,0,0,0,1,0,0,0,0,5,5,4,5,Not currently working but plan to,3,4,1,4,Active resolution,5,5,4,3,Not currently working but plan to,5,4,1,1,1,5,4,4,1,4,5,2,62,1,1,1,4,3,2,1,4,2,0,3,1,1,1,5,5,5,2,1,4,1.7142857143,1.7142857143,2.1666666667,1.85,2.25,4.5,2.7777777778,8,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0
127,0,1,0,0,0,0,0,0,0,0,3,4,3,3,Not currently working but plan to,1,1,1,2,"Thrown in the towel, not currently working dont plan to",1,1,1,3,Not currently working but plan to,4,4,2,5,1,5,1,1,2,3,2,8,0,4,5,1,4,1,1,4,5,2,21,3,2,1,2,5,2,5,2,2,4,1.7142857143,1.7142857143,2.1666666667,1.85,2.25,4.5,2.7777777778,8,15,1,0,0,0,0,0,0,1,0,1,0,0,0,0
127,0,0,1,0,1,0,0,0,0,0,5,4,4,4,Active resolution,4,5,3,2,Not currently working but plan to,3,2,1,3,Not currently working but plan to,3,17,1,1,1,4,1,1,1,4,4,7,11,3,2,2,5,3,2,3,4,5,0,3,1,1,2,4,3,3,1,3,4,1.7142857143,1.7142857143,2.1666666667,1.85,2.25,4.5,2.7777777778,8,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0
127,0,1,0,0,0,0,0,0,0,0,5,5,1,4,Active resolution,5,5,2,4,Active resolution,5,5,2,5,Not currently working but plan to,3,3,3,1,1,5,1,1,3,5,4,3,13,3,1,1,5,1,1,3,5,3,5,3,1,1,3,5,4,5,2,4,4,1.7142857143,1.7142857143,2.1666666667,1.85,2.25,4.5,2.7777777778,8,15,0,1,0,0,0,1,0,0,0,1,0,0,0,0
128,1,1,0,0,0,0,0,0,0,0,4,4,2,5,Active resolution,3,4,2,4,Active resolution,4,5,4,3,Active resolution,2,16,1,1,1,3,1,1,1,3,2,1,76,1,2,1,3,1,2,1,3,2,66,3,1,1,2,5,3,5,1,1,1,2.8571428571,3.8571428571,3.5,3.4,3.5833333333,3.0833333333,3.7777777778,8,39,0,1,0,0,0,1,0,0,0,0,1,0,0,0
129,0,1,1,1,1,0,0,0,0,0,5,5,5,3,Not currently working but plan to,4,3,3,3,,,,,,,2,22,1,2,5,2,4,3,1,3,1,,,,,,,,,,,,,3,,,,,,,1,1,3,4,2.8571428571,4,3.6,3.4166666667,1.9166666667,3.7777777778,11,23,1,0,0,0,,,,,,,,,,
129,1,1,0,0,0,0,0,0,0,0,4,5,3,4,Active resolution,5,5,3,3,,,,,,,1,100,1,1,1,4,4,2,1,1,3,,,,,,,,,,,,,2,,,,,,,2,2,3,4,2.8571428571,4,3.6,3.4166666667,1.9166666667,3.7777777778,11,23,0,1,0,0,,,,,,,,,,
129,1,1,0,0,0,0,0,0,0,0,5,5,4,3,Active resolution,5,5,5,4,,,,,,,1,70,1,1,3,5,1,1,1,2,3,,,,,,,,,,,,,2,,,,,,,2,3,3,4,2.8571428571,4,3.6,3.4166666667,1.9166666667,3.7777777778,11,23,0,1,0,0,,,,,,,,,,
130,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,1,4,3.7142857143,4,3.9,3.8333333333,2.3333333333,4,12,30,,,,,,,,,,,,,,
131,0,0,1,0,1,0,0,1,0,0,5,5,5,3,Active resolution,5,5,5,2,Achieved and maintaining,5,5,5,2,Achieved and maintaining,1,100,1,1,1,1,5,4,1,4,1,2,100,1,1,1,1,1,1,1,3,1,100,2,5,5,1,1,1,4,3,1,1,4.1428571429,3.7142857143,3.5,3.8,3.75,1.8333333333,4.2222222222,12,21,0,1,0,0,0,0,0,0,1,0,0,0,0,1
132,1,0,0,0,0,0,0,0,0,0,5,5,4,4,Active resolution,5,3,3,4,Active resolution,4,3,3,5,Active resolution,2,31,1,2,1,4,3,3,1,1,2,5,44,1,3,1,2,1,1,1,1,1,65,3,2,2,2,3,4,4,2,1,2,3.2857142857,3.7142857143,3.3333333333,3.45,3.6666666667,3.1666666667,4.2222222222,12,29,0,1,0,0,0,1,0,0,0,0,1,0,0,0
132,1,1,0,0,0,0,0,0,0,0,5,5,4,4,Active resolution,5,4,3,1,Active resolution,5,4,4,3,Achieved and maintaining,3,27,1,1,1,2,3,3,1,3,1,2,68,1,2,1,4,3,3,1,3,1,99,2,4,4,1,2,2,4,2,2,2,3.2857142857,3.7142857143,3.3333333333,3.45,3.6666666667,3.1666666667,4.2222222222,12,29,0,1,0,0,0,1,0,0,0,0,0,0,0,1
133,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,3,3.8571428571,4,4,3.95,3.6666666667,2.3333333333,4,10,21,,,,,,,,,,,,,,
133,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,3,3.8571428571,4,4,3.95,3.6666666667,2.3333333333,4,10,21,,,,,,,,,,,,,,
133,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,3,3.8571428571,4,4,3.95,3.6666666667,2.3333333333,4,10,21,,,,,,,,,,,,,,
134,,,,,,,,,,,5,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,4,4,3.2857142857,3.1666666667,3.5,2.5,4.6666666667,3.1111111111,10,36,,,,,,,,,,,,,,
134,,,,,,,,,,,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,4,4,3.2857142857,3.1666666667,3.5,2.5,4.6666666667,3.1111111111,10,36,,,,,,,,,,,,,,
134,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,3,4,4,3.2857142857,3.1666666667,3.5,2.5,4.6666666667,3.1111111111,10,36,,,,,,,,,,,,,,
134,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,4,4,3.2857142857,3.1666666667,3.5,2.5,4.6666666667,3.1111111111,10,36,,,,,,,,,,,,,,
135,,,,,,,,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,3,2,2.7142857143,3.6666666667,2.75,3.75,2.6666666667,3.25,6,25,,,,,,,,,,,,,,
135,,,,,,,,,,,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,3,2,2.7142857143,3.6666666667,2.75,3.75,2.6666666667,3.25,6,25,,,,,,,,,,,,,,
135,,,,,,,,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,2,2.7142857143,3.6666666667,2.75,3.75,2.6666666667,3.25,6,25,,,,,,,,,,,,,,
136,,,,,,,,,,,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,3,3.5714285714,4.7142857143,4.1666666667,4.15,4.3333333333,2,4.6666666667,12,29,,,,,,,,,,,,,,
136,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,3,3.5714285714,4.7142857143,4.1666666667,4.15,4.3333333333,2,4.6666666667,12,29,,,,,,,,,,,,,,
136,,,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,3.5714285714,4.7142857143,4.1666666667,4.15,4.3333333333,2,4.6666666667,12,29,,,,,,,,,,,,,,
137,1,0,1,0,0,1,0,0,0,0,4,5,2,5,,,,,,Have not started working but plan to,1,1,1,5,,,,,,,,,,,,,7,5,1,5,1,5,5,1,1,1,5,,3,,,,,,,,1,2,1.5714285714,1.2857142857,2,1.6,1.8333333333,4.25,1.6666666667,5,33,,,,,0,0,1,0,0,,,,,
137,1,1,0,0,0,1,0,0,0,0,2,5,1,5,,,,,,Active resolution,4,5,5,4,,,,,,,,,,,,,1,65,1,2,1,5,3,5,1,3,4,,2,,,,,,,,2,2,1.5714285714,1.2857142857,2,1.6,1.8333333333,4.25,1.6666666667,5,33,,,,,0,1,0,0,0,,,,,
138,1,1,1,0,0,1,1,1,1,0,5,5,5,3,Active resolution,5,5,3,3,Achieved and done,5,5,1,1,Achieved and done,6,85,1,1,4,1,5,5,1,3,1,7,100,1,1,1,1,5,5,1,1,1,100,3,5,5,1,4,1,5,3,1,3,4.7142857143,4.5714285714,4,4.45,4.75,2.5,5,12,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
138,0,0,1,0,1,0,0,0,0,0,5,5,5,4,Active resolution,5,5,4,4,Active resolution,5,5,5,4,Active resolution,4,64,1,2,1,2,5,1,1,4,2,2,67,1,1,1,1,5,5,1,3,2,72,3,3,3,1,4,2,4,3,2,3,4.7142857143,4.5714285714,4,4.45,4.75,2.5,5,12,40,0,1,0,0,0,1,0,0,0,0,1,0,0,0
138,1,1,0,0,0,1,0,1,0,0,5,5,5,1,Active resolution,5,5,5,1,Active resolution,5,5,5,1,Achieved and maintaining,1,53,1,1,3,1,1,1,1,1,1,2,87,1,1,3,1,5,5,1,3,1,97,2,5,5,1,1,1,5,,3,3,4.7142857143,4.5714285714,4,4.45,4.75,2.5,5,12,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
139,0,0,0,0,0,0,1,0,0,0,5,4,5,5,Active resolution,5,5,5,4,Achieved and maintaining,5,5,4,4,Achieved and maintaining,1,25,1,1,1,1,5,5,1,4,1,1,89,2,1,1,4,4,4,2,4,1,96,2,4,5,1,2,4,5,2,1,2,4.5714285714,4.8571428571,3.5,4.35,4.8333333333,3.1666666667,5,11,40,0,1,0,0,0,0,0,0,1,0,0,0,0,1
139,1,0,0,0,0,0,0,0,0,0,4,2,4,5,Active resolution,4,3,4,5,Active resolution,4,2,4,5,Achieved and maintaining,2,9,1,1,1,4,5,5,1,4,4,2,24,1,1,1,5,5,5,1,1,5,100,3,5,5,1,4,2,,2,2,2,4.5714285714,4.8571428571,3.5,4.35,4.8333333333,3.1666666667,5,11,40,0,1,0,0,0,1,0,0,0,0,0,0,0,1
140,,,,,,,,,,,5,5,4,5,,,,,,,,,,,Achieved and maintaining,,,,,,,,,,,,,,,,,,,,,,,61,1,3,3,2,3,3,4,,1,5,4.2857142857,4.5714285714,4.1666666667,4.35,3.5,4.1666666667,4.3333333333,11,15,,,,,,,,,,0,0,0,0,1
140,,,,,,,,,,,3,4,3,3,,,,,,,,,,,Active resolution,,,,,,,,,,,,,,,,,,,,,,,33,2,2,2,3,4,4,3,,2,5,4.2857142857,4.5714285714,4.1666666667,4.35,3.5,4.1666666667,4.3333333333,11,15,,,,,,,,,,0,1,0,0,0
140,,,,,,,,,,,5,5,4,2,,,,,,,,,,,Achieved and maintaining,,,,,,,,,,,,,,,,,,,,,,,74,2,4,3,1,2,2,4,,3,5,4.2857142857,4.5714285714,4.1666666667,4.35,3.5,4.1666666667,4.3333333333,11,15,,,,,,,,,,0,0,0,0,1
140,,,,,,,,,,,4,4,3,5,,,,,,,,,,,Have not started working but plan to,,,,,,,,,,,,,,,,,,,,,,,20,2,3,3,4,4,3,3,,4,5,4.2857142857,4.5714285714,4.1666666667,4.35,3.5,4.1666666667,4.3333333333,11,15,,,,,,,,,,0,0,1,0,0
140,,,,,,,,,,,4,4,2,4,,,,,,,,,,,Have not started working but plan to,,,,,,,,,,,,,,,,,,,,,,,16,3,3,3,3,3,4,5,,5,5,4.2857142857,4.5714285714,4.1666666667,4.35,3.5,4.1666666667,4.3333333333,11,15,,,,,,,,,,0,0,1,0,0
141,1,0,0,0,0,0,0,0,0,0,4,4,5,5,Active resolution,3,4,3,5,Active resolution,4,3,4,5,Active resolution,3,39,2,2,4,3,2,4,2,4,3,3,62,1,2,4,2,2,4,1,3,3,74,3,4,4,2,2,4,4,2,1,2,4,4,4,4,3.9166666667,4,4,12,29,0,1,0,0,0,1,0,0,0,0,1,0,0,0
141,1,0,0,0,0,0,0,0,0,0,4,4,4,5,Active resolution,5,5,5,4,Achieved and maintaining,5,5,5,5,Achieved and maintaining,2,97,1,1,2,1,3,5,1,3,1,1,100,1,1,2,1,3,4,1,2,1,99,3,5,5,1,2,2,5,1,2,2,4,4,4,4,3.9166666667,4,4,12,29,0,1,0,0,0,0,0,0,1,0,0,0,0,1
142,1,0,0,0,0,0,0,0,0,0,4,3,3,5,Active resolution,4,3,3,5,Active resolution,4,3,4,5,Active resolution,2,23,1,2,1,5,5,3,1,2,4,2,23,3,2,3,5,1,1,3,4,3,,1,2,2,2,5,4,5,1,1,3,4.2857142857,3.8571428571,3.8333333333,4,3.5833333333,2.75,5,12,27,0,1,0,0,0,1,0,0,0,0,1,0,0,0
142,0,0,1,0,0,0,0,0,0,0,5,2,5,5,Not currently working but plan to,2,1,2,4,Active resolution,4,1,3,5,Active resolution,7,2,2,1,5,2,5,3,2,4,3,1,16,4,1,5,5,1,1,4,5,4,49,1,4,3,2,1,2,5,2,2,3,4.2857142857,3.8571428571,3.8333333333,4,3.5833333333,2.75,5,12,27,1,0,0,0,0,1,0,0,0,0,1,0,0,0
142,0,0,1,0,0,0,0,0,0,0,4,3,4,5,Active resolution,5,3,4,5,Active resolution,5,4,4,5,Achieved and maintaining,1,14,4,1,5,3,1,2,4,4,4,1,23,5,2,5,5,1,1,5,5,5,74,2,4,3,2,1,1,5,2,3,3,4.2857142857,3.8571428571,3.8333333333,4,3.5833333333,2.75,5,12,27,0,1,0,0,0,1,0,0,0,0,0,0,0,1
143,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,3,3.2857142857,3.2857142857,3.5,3.35,2.75,4,2.8888888889,9,36,,,,,,,,,,,,,,
143,,,,,,,,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2,3,3.2857142857,3.2857142857,3.5,3.35,2.75,4,2.8888888889,9,36,,,,,,,,,,,,,,
143,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,3,3.2857142857,3.2857142857,3.5,3.35,2.75,4,2.8888888889,9,36,,,,,,,,,,,,,,
144,1,0,0,0,0,0,0,0,0,0,2,1,3,5,Have not started working but plan to,3,3,1,5,Have not started working but plan to,2,3,1,5,Have not started working but plan to,8,0,5,1,1,5,5,3,5,5,5,8,0,1,2,2,5,5,5,1,3,4,0,3,1,1,1,5,5,5,1,1,2,3.4285714286,3.4285714286,3.8333333333,3.55,3.5833333333,4.5,4.3333333333,12,31,0,0,1,0,0,0,1,0,0,0,0,1,0,0
144,1,0,0,0,0,1,0,0,0,0,5,5,5,5,Active resolution,5,5,5,5,Active resolution,5,5,5,5,Achieved and maintaining,1,75,1,1,3,1,5,5,1,5,1,1,51,1,1,3,4,5,5,1,5,4,91,2,5,5,1,5,3,5,2,2,2,3.4285714286,3.4285714286,3.8333333333,3.55,3.5833333333,4.5,4.3333333333,12,31,0,1,0,0,0,1,0,0,0,0,0,0,0,1
145,1,1,0,0,1,1,0,1,0,0,5,4,5,5,Active resolution,5,5,4,5,,,,,,,1,10,1,2,1,2,5,3,1,2,1,,,,,,,,,,,,,3,,,,,,,1,1,4,3.8571428571,3.4285714286,3.8333333333,3.7,4.0833333333,3.3333333333,4.4444444444,9,35,0,1,0,0,,,,,,,,,,
145,1,1,1,0,1,1,0,1,0,0,5,5,5,3,Active resolution,5,2,3,5,,,,,,,1,21,1,1,1,1,1,3,1,4,1,,,,,,,,,,,,,3,,,,,,,1,2,4,3.8571428571,3.4285714286,3.8333333333,3.7,4.0833333333,3.3333333333,4.4444444444,9,35,0,1,0,0,,,,,,,,,,
145,0,1,0,0,0,1,1,1,0,0,5,5,5,2,Active resolution,5,4,5,2,,,,,,,1,39,1,1,1,1,5,1,1,1,1,,,,,,,,,,,,,2,,,,,,,2,3,4,3.8571428571,3.4285714286,3.8333333333,3.7,4.0833333333,3.3333333333,4.4444444444,9,35,0,1,0,0,,,,,,,,,,
